event_url,round,Rank,Lane,Athlete,Nation,Result,Notes
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 2,3,,Wyclife Kinyamal,Kenya,1:45.29,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 2,4,,Edmund du Plessis,South Africa,1:45.34,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 2,5,,Elliot Giles,Great Britain,1:45.46,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 2,6,,Hobbs Kessler,United States,1:46.20,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 2,7,,Tobias Grønstad,Norway,1:46.37,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 2,8,,Mohamed Ali Gouaned,Algeria,1:46.52,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,1,,Emmanuel Wanyonyi,Kenya,1:43.32,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,2,,Bryce Hoppel,United States,1:43.41,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,3,,Max Burgin,Great Britain,1:43.50,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,4,,Mohamed Attaoui,Spain,1:43.69,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,5,,Eliott Crestan,Belgium,1:43.72,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,6,,Peyton Craig,Australia,1:44.11,AU20R
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,7,,Kethobogile Haingura,Botswana,1:44.95,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Semifinal 3,8,,Simone Barontini,Italy,1:46.17,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,,,Emmanuel Wanyonyi,Kenya,1:41.19,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,,,Marco Arop,Canada,1:41.20,AR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,,,Djamel Sedjati,Algeria,1:41.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,4,,Bryce Hoppel,United States,1:41.67,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,5,,Mohamed Attaoui,Spain,1:42.08,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,6,,Gabriel Tual,France,1:42.14,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,7,,Tshepiso Masalela,Botswana,1:42.82,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_800_metres,Final,8,,Max Burgin,Great Britain,1:43.84,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,1,,Jemma Reekie,Great Britain,2:00.00,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,2,,Gabriela Gajanová,Slovakia,2:00.29,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,3,,Juliette Whittaker,United States,2:00.45,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,4,,Valentina Rosamilia,Switzerland,2:00.45,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,5,,Jazz Shukla,Canada,2:00.80,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,6,,Léna Kandissounon,France,2:00.97,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,7,,Habitam Alemu,Ethiopia,2:02.19,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,8,,Amal Al Roumi,Kuwait,2:11.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,9,,Layla Almasri,Palestine,2:12.21,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,1,,Daily Cooper Gaspar,Cuba,1:58.88,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,2,,Prudence Sekgodiso,South Africa,1:59.84,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,3,,Rachel Pellaud,Switzerland,2:00.07,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,4,,Halimah Nakaayi,Uganda,2:00.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,5,,Nelly Jepkosgei,Bahrain,2:00.63,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,6,,Flávia de Lima,Brazil,2:00.73,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,7,,Lorena Martín,Spain,2:02.52,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,8,,Anna Wielgosz,Poland,2:02.54,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,1,,Worknesh Mesele,Ethiopia,1:58.07,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,2,,Rénelle Lamote,France,1:58.59,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,3,,Phoebe Gill,Great Britain,1:58.83,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,4,,Eloisa Coiro,Italy,1:59.19,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,5,,Vivian Chebet Kiprotich,Kenya,1:59.90,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,6,,Rose Mary Almanza,Cuba,2:00.36,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,7,,Anita Horvat,Slovenia,2:00.91,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,,,Assia Raziki,Morocco,DQ,TR17.1.2
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,1,,Keely Hodgkinson,Great Britain,1:59.31,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,2,,Nia Akins,United States,1:59.67,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,3,,Noélie Yarigo,Benin,1:59.68,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,4,,Eveliina Määttänen,Finland,2:00.02,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,5,,Majtie Kolberg,Germany,2:00.55,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,6,,Oratile Nowe,Botswana,2:01.00,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,7,,Catriona Bisset,Australia,2:01.60,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,8,,Adelle Tracey,Jamaica,2:03.47,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,9,,Perina Lokure Nakang,Refugee Olympic Team,2:08.20,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,1,,Tsige Duguma,Ethiopia,1:57.90,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,2,,Mary Moraa,Kenya,1:57.95,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,3,,Shafiqua Maloney,Saint Vincent and the Grenadines,1:58.23,"Q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,4,,Anaïs Bourgoin,France,1:58.47,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,5,,Abbey Caldwell,Australia,1:58.49,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,6,,Lorea Ibarzabal,Spain,2:00.71,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,7,,Sanu Jallow,The Gambia,2:03.91,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 5,8,,Gresa Bakraçi,Kosovo,2:13.29,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,1,,Natoya Goule-Toppin,Jamaica,1:58.66,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,2,,Claudia Hollingsworth,Australia,1:58.77,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,3,,Lilian Odira,Kenya,1:58.83,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,4,,Gabija Galvydytė,Lithuania,1:59.18,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,5,,Audrey Werro,Switzerland,1:59.38,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,6,,Allie Wilson,United States,1:59.69,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,7,,Elena Bellò,Italy,1:59.98,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 6,8,,Tharushi Karunarathna,Sri Lanka,2:07.76,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,1,,Abbey Caldwell,Australia,2:00.07,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,2,,Eloisa Coiro,Italy,2:00.31,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,3,,Audrey Werro,Switzerland,2:00.62,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,4,,Gabija Galvydytė,Lithuania,2:00.66,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,5,,Flávia de Lima,Brazil,2:01.64,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,6,,Halimah Nakaayi,Uganda,2:02.88,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,7,,Lorena Martín,Spain,2:03.04,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,1,,Anaïs Bourgoin,France,1:59.52,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,2,,Valentina Rosamilia,Switzerland,1:59.65,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,3,,Allie Wilson,United States,1:59.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,4,,Anita Horvat,Slovenia,2:00.56,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,5,,Adelle Tracey,Jamaica,2:03.67,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,6,,Sanu Jallow,The Gambia,2:04.44,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,7,,Anna Wielgosz,Poland,2:05.77,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,8,,Layla Almasri,Palestine,2:16.72,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,1,,Rose Mary Almanza,Cuba,2:01.54,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,2,,Jazz Shukla,Canada,2:02.00,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,3,,Catriona Bisset,Australia,2:02.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,4,,Elena Bellò,Italy,2:02.91,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,5,,Oratile Nowe,Botswana,2:03.29,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,6,,Léna Kandissounon,France,2:03.40,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,7,,Perina Lokure Nakang,Refugee Olympic Team,2:11.33,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,,,Gresa Bakraçi,Kosovo,DQ,TR17.2.3
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,1,,Majtie Kolberg,Germany,1:59.08,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,2,,Vivian Chebet Kiprotich,Kenya,1:59.31,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,3,,Lorea Ibarzabal,Spain,1:59.81,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,4,,Eveliina Määttänen,Finland,2:00.38,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,5,,Nelly Jepkosgei,Bahrain,2:01.12,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,6,,Habitam Alemu,Ethiopia,2:02.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,7,,Tharushi Karunarathna,Sri Lanka,2:06.66,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 4,8,,Amal Al Roumi,Kuwait,2:12.13,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,1,,Mary Moraa,Kenya,1:57.86,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,2,,Worknesh Mesele,Ethiopia,1:58.06,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,3,,Daily Cooper Gaspar,Cuba,1:58.39,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,4,,Phoebe Gill,Great Britain,1:58.47,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,5,,Abbey Caldwell,Australia,1:58.52,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,6,,Natoya Goule-Toppin,Jamaica,1:59.14,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,7,,Valentina Rosamilia,Switzerland,1:59.27,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 1,8,,Noélie Yarigo,Benin,2:01.35,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,1,,Tsige Duguma,Ethiopia,1:57.47,"Q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,2,,Shafiqua Maloney,Saint Vincent and the Grenadines,1:57.59,"Q,NR"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,3,,Juliette Whittaker,United States,1:57.76,"q,PB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,4,,Rénelle Lamote,France,1:57.78,q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,5,,Jemma Reekie,Great Britain,1:58.01,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,6,,Gabriela Gajanová,Slovakia,1:58.22,NR
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,7,,Majtie Kolberg,Germany,1:58.52,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 2,8,,Vivian Chebet Kiprotich,Kenya,1:59.64,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,1,,Keely Hodgkinson,Great Britain,1:56.86,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,2,,Prudence Sekgodiso,South Africa,1:57.57,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,3,,Nia Akins,United States,1:58.20,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,4,,Lilian Odira,Kenya,1:58.53,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,5,,Rose Mary Almanza,Cuba,1:58.73,SB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,6,,Anaïs Bourgoin,France,1:59.62,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,7,,Claudia Hollingsworth,Australia,2:01.51,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Heat 3,8,,Rachel Pellaud,Switzerland,2:03.36,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,,,Keely Hodgkinson,Great Britain,1:56.72,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,,,Tsige Duguma,Ethiopia,1:57.15,PB
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,,,Mary Moraa,Kenya,1:57.42,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,4,,Shafiqua Maloney,Saint Vincent and the Grenadines,1:57.66,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,5,,Rénelle Lamote,France,1:58.19,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,6,,Worknesh Mesele,Ethiopia,1:58.28,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,7,,Juliette Whittaker,United States,1:58.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Women's_800_metres,Final,8,,Prudence Sekgodiso,South Africa,1:58.79,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,1,,Josh Kerr,Great Britain,3:35.83,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,2,,Brian Komen,Kenya,3:36.31,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,3,,Narve Gilje Nordås,Norway,3:36.41,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,4,,Anass Essayi,Morocco,3:36.44,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,5,,Yared Nuguse,United States,3:36.56,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,6,,Robert Farken,Germany,3:36.62,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,7,,Jochem Vermeulen,Belgium,3:36.66,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,8,,Samuel Pihlström,Sweden,3:36.80,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,9,,Cathal Doyle,Ireland,3:37.82,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,10,,Mario García,Spain,3:37.90,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,11,,Filip Rak,Poland,3:38.12,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,12,,Ryan Mphahlele,South Africa,3:38.48,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,13,,Oliver Hoare,Australia,3:39.11,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,14,,Abdisa Fayisa,Ethiopia,3:39.67,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 1,15,,Ossama Meslek,Italy,3:39.96,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,1,,Ermias Girma,Ethiopia,3:35.21,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,2,,Cole Hocker,United States,3:35.27,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,3,,Pietro Arese,Italy,3:35.30,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,4,,Niels Laros,Netherlands,3:35.38,"Q,SB"
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,5,,Timothy Cheruiyot,Kenya,3:35.39,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,6,,Isaac Nader,Portugal,3:35.44,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,7,,Marius Probst,Germany,3:35.65,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,8,,Luke McCann,Ireland,3:35.73,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,9,,Adel Mechaal,Spain,3:35.81,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,10,,George Mills,Great Britain,3:35.99,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,11,,Stewart Mcsweyn,Australia,3:36.55,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,12,,Ruben Verheyden,Belgium,3:36.62,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,13,,Tshepo Tshite,South Africa,3:36.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,14,,Charles Philibert-Thiboutot,Canada,3:36.92,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 2,15,,Maël Gouyette,France,3:37.87,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,1,,Stefan Nillessen,Netherlands,3:36.77,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,2,,Hobbs Kessler,United States,3:36.87,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,3,,Jakob Ingebrigtsen,Norway,3:37.04,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,4,,Reynold Kipkorir Cheruiyot,Kenya,3:37.12,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,5,,Neil Gourley,Great Britain,3:37.18,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,6,,Samuel Tefera,Ethiopia,3:37.34,Q
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,7,,Ignacio Fontes,Spain,3:37.50,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,8,,Adam Spencer,Australia,3:37.68,
https://en.wikipedia.org/wiki/Athletics_at_the_2024_Summer_Olympics_–_Men's_1500_metres,Heat 3,9,,Azeddine Habz,France,3:37.95,
